Order,Seasonal_Order,AIC,BIC
"(1, 1, 0)","(0, 1, 2, 12)",2771.2568355515386,2788.1312360303054
"(1, 1, 0)","(0, 2, 0, 12)",3678.711352782154,3687.195799313064
"(1, 1, 0)","(0, 2, 1, 12)",3096.3507789878727,3109.006579346948
"(1, 1, 0)","(0, 2, 2, 12)",2780.749002294637,2797.5266238590557
"(1, 1, 0)","(1, 0, 0, 12)",3066.541789803558,3079.337693441771
"(1, 1, 0)","(1, 0, 1, 12)",2924.7386235781687,2941.7998284291193
"(1, 1, 0)","(1, 0, 2, 12)",2856.420294040391,2877.631410367667
"(1, 1, 0)","(1, 1, 0, 12)",3018.443304053817,3031.1699738501825
"(1, 1, 0)","(1, 1, 1, 12)",2852.5235328291706,2869.4924258909914
"(1, 1, 0)","(1, 1, 2, 12)",2771.6811183782866,2792.7741189767453
"(1, 1, 0)","(1, 2, 0, 12)",3339.077380149845,3351.73318050892
"(1, 1, 0)","(1, 2, 1, 12)",3003.1359786788516,3020.0103791576184
"(1, 1, 0)","(1, 2, 2, 12)",2780.7129742783445,2801.6850012338678
"(1, 1, 0)","(2, 0, 0, 12)",2964.3355661874784,2981.3044592492993
"(1, 1, 0)","(2, 0, 1, 12)",2856.6288637611933,2877.839980088469
"(1, 1, 0)","(2, 0, 2, 12)",2856.7934661111394,2882.2468057038705
"(1, 1, 0)","(2, 1, 0, 12)",2868.1862463402335,2885.0606468190003
"(1, 1, 0)","(2, 1, 1, 12)",2773.287620474507,2794.380621072966
"(1, 1, 0)","(2, 1, 2, 12)",2773.1718487995163,2798.4834495176665
"(1, 1, 0)","(2, 2, 0, 12)",3123.1042370857053,3139.881858650124
"(1, 1, 0)","(2, 2, 1, 12)",2858.6921450741,2879.6641720296234
"(1, 1, 0)","(2, 2, 2, 12)",2801.9453999786783,2827.1118323253063
"(1, 1, 1)","(0, 0, 0, 12)",3245.5160514643553,3258.374045747882
"(1, 1, 1)","(0, 0, 1, 12)",3109.7383668577195,3126.791959908086
"(1, 1, 1)","(0, 0, 2, 12)",3022.9928886913,3044.194267917154
"(1, 1, 1)","(0, 1, 0, 12)",3131.0130237524486,3143.8032185402235
"(1, 1, 1)","(0, 1, 1, 12)",2774.4293458780744,2791.3904492587576
"(1, 1, 1)","(0, 1, 2, 12)",2675.1536114852506,2696.236641990675
"(1, 1, 1)","(0, 2, 0, 12)",3579.0258645474532,3591.7466920829656
"(1, 1, 1)","(0, 2, 1, 12)",2986.4976778879354,3003.3641022922748
"(1, 1, 1)","(0, 2, 2, 12)",2708.3953206776014,2729.357133124976
"(1, 1, 1)","(1, 0, 0, 12)",2983.4774298510283,3000.538634701979
"(1, 1, 1)","(1, 0, 1, 12)",2864.330244697381,2885.6472360103394
"(1, 1, 1)","(1, 0, 2, 12)",2774.3488062306133,2799.790461301638
"(1, 1, 1)","(1, 1, 0, 12)",2926.6953442083195,2943.6642372701403
"(1, 1, 1)","(1, 1, 1, 12)",2769.6800561428327,2790.8814353686867
"(1, 1, 1)","(1, 1, 2, 12)",2676.764353445058,2702.063990051567
"(1, 1, 1)","(1, 2, 0, 12)",3220.411798522167,3237.2861990009337
"(1, 1, 1)","(1, 2, 1, 12)",2905.714915752986,2926.7979462584103
"(1, 1, 1)","(1, 2, 2, 12)",2696.3200538703504,2721.4742288072
"(1, 1, 1)","(2, 0, 0, 12)",2877.5132283559506,2898.7243446832263
"(1, 1, 1)","(2, 0, 1, 12)",2783.3421110083814,2808.7954506011124
"(1, 1, 1)","(2, 0, 2, 12)",2774.601945871834,2804.2838767880294
"(1, 1, 1)","(2, 1, 0, 12)",2774.2221565988993,2795.315157197358
"(1, 1, 1)","(2, 1, 1, 12)",2679.215657950589,2704.5272586687393
"(1, 1, 1)","(2, 1, 2, 12)",2668.991281941854,2698.507524649448
"(1, 1, 1)","(2, 2, 0, 12)",3014.2519153802527,3035.223942335776
"(1, 1, 1)","(2, 2, 1, 12)",2767.6556168842426,2792.8220492308706
"(1, 1, 1)","(2, 2, 2, 12)",2711.239481010736,2740.5860184370604
"(1, 1, 2)","(0, 0, 0, 12)",3169.544474993908,3186.681011638191
"(1, 1, 2)","(0, 0, 1, 12)",3028.8845122174225,3050.1919706390277
"(1, 1, 2)","(0, 0, 2, 12)",2930.7570158043454,2956.1869635545827
"(1, 1, 2)","(0, 1, 0, 12)",3136.0783569061514,3153.1243236434357
"(1, 1, 2)","(0, 1, 1, 12)",2768.6277846641306,2789.819407789328
"(1, 1, 2)","(0, 1, 2, 12)",2669.661343735113,2694.948992325646
"(1, 1, 2)","(0, 2, 0, 12)",3592.261415856329,3609.214714356487
"(1, 1, 2)","(0, 2, 1, 12)",2969.0511273423235,2990.1241678344345
"(1, 1, 2)","(0, 2, 2, 12)",2707.7593277630135,2732.9012201981323
"(1, 1, 2)","(1, 0, 0, 12)",2981.0030280994106,3002.329534163099
"(1, 1, 2)","(1, 0, 1, 12)",2853.607120563928,2879.1760706698547
"(1, 1, 2)","(1, 0, 2, 12)",2755.460270471628,2785.1285428469046
"(1, 1, 2)","(1, 1, 0, 12)",2946.731751417126,2967.9428677444016
"(1, 1, 2)","(1, 1, 1, 12)",2760.3634105363544,2785.7933582865917
"(1, 1, 2)","(1, 1, 2, 12)",2670.778983165537,2700.281239854492
"(1, 1, 2)","(1, 2, 0, 12)",3218.8627708062004,3239.955771404659
"(1, 1, 2)","(1, 2, 1, 12)",2893.7998476378516,2919.0874962283847
"(1, 1, 2)","(1, 2, 2, 12)",2695.564257360378,2724.89646520135
"(1, 1, 2)","(2, 0, 0, 12)",2876.4008296987486,2901.8541692914796
"(1, 1, 2)","(2, 0, 1, 12)",2778.524188497723,2808.2197513559095
"(1, 1, 2)","(2, 0, 2, 12)",2757.3872227960037,2791.29381979632
"(1, 1, 2)","(2, 1, 0, 12)",2775.2793186144568,2800.590919332607
"(1, 1, 2)","(2, 1, 1, 12)",2680.5510328385044,2710.0812336763465
"(1, 1, 2)","(2, 1, 2, 12)",2664.9203446964048,2698.6372094837825
"(1, 1, 2)","(2, 2, 0, 12)",3013.5036712176548,3038.6701035642827
"(1, 1, 2)","(2, 2, 1, 12)",2768.8695068240477,2798.2303445617804
"(1, 1, 2)","(2, 2, 2, 12)",2704.566432194596,2738.088955441421
"(1, 2, 0)","(0, 0, 0, 12)",3426.537290965336,3435.1092871543538
"(1, 2, 0)","(0, 0, 1, 12)",3328.8660998599125,3341.6562946476874
"(1, 2, 0)","(0, 0, 2, 12)",3256.6053795490234,3273.5664829297066
"(1, 2, 0)","(0, 1, 0, 12)",3538.7151358571427,3547.241932382326
"(1, 2, 0)","(0, 1, 1, 12)",3174.623242383727,3187.3440699192392
"(1, 2, 0)","(0, 1, 2, 12)",3094.595282813069,3111.4617072174083
"(1, 2, 0)","(0, 2, 0, 12)",4015.6396861692733,4024.120237859615
"(1, 2, 0)","(0, 2, 1, 12)",3428.0382734770983,3440.688091780353
"(1, 2, 0)","(0, 2, 2, 12)",3094.408582816065,3111.1780327739643
"(1, 2, 0)","(1, 0, 0, 12)",3317.4125146575775,3330.2027094453524
"(1, 2, 0)","(1, 0, 1, 12)",3246.500593430725,3263.5541864810916
"(1, 2, 0)","(1, 0, 2, 12)",3181.7828427618692,3202.9842219877232
"(1, 2, 0)","(1, 1, 0, 12)",3348.9192557195834,3361.6400832550958
"(1, 2, 0)","(1, 1, 1, 12)",3176.6229384369817,3193.584041817665
"(1, 2, 0)","(1, 1, 2, 12)",3092.4024741788753,3113.4855046842995
"(1, 2, 0)","(1, 2, 0, 12)",3672.8673062474822,3685.5171245507368
"(1, 2, 0)","(1, 2, 1, 12)",3323.5635348651176,3340.429959269457
"(1, 2, 0)","(1, 2, 2, 12)",3096.406582383429,3117.3683948308035
"(1, 2, 0)","(2, 0, 0, 12)",3240.4940777002503,3257.4551810809335
"(1, 2, 0)","(2, 0, 1, 12)",3181.1379249209576,3202.3393041468116
"(1, 2, 0)","(2, 0, 2, 12)",3179.5049346809337,3204.9465897519585
"(1, 2, 0)","(2, 1, 0, 12)",3187.7486444725437,3204.615068876883
"(1, 2, 0)","(2, 1, 1, 12)",3104.140506385308,3125.2235368907322
"(1, 2, 0)","(2, 1, 2, 12)",3094.3466493768456,3119.6462859833546
"(1, 2, 0)","(2, 2, 0, 12)",3442.385802007714,3459.1552519656134
"(1, 2, 0)","(2, 2, 1, 12)",3173.2369255667077,3194.198738014082
"(1, 2, 0)","(2, 2, 2, 12)",3121.8117421543966,3146.965917091246
"(1, 2, 1)","(0, 0, 0, 12)",3249.0698666178887,3261.922269101101
"(1, 2, 1)","(0, 0, 1, 12)",3111.6529051969574,3128.6988719342417
"(1, 2, 1)","(0, 0, 2, 12)",3020.7725598936677,3041.9641830188652
"(1, 2, 1)","(0, 1, 0, 12)",3199.3019468187113,3212.0864218716742
"(1, 2, 1)","(0, 1, 1, 12)",2848.2462423280917,2865.1995408282496
"(1, 2, 1)","(0, 1, 2, 12)",2767.6845675221243,2788.7576080142353
"(1, 2, 1)","(0, 2, 0, 12)",3673.453690231353,3686.1686641064716
"(1, 2, 1)","(0, 2, 1, 12)",3093.799418682859,3110.657851076548
"(1, 2, 1)","(0, 2, 2, 12)",2784.64750839877,2805.5990854280353
"(1, 2, 1)","(1, 0, 0, 12)",3069.9250760522814,3086.978669102648
"(1, 2, 1)","(1, 0, 1, 12)",2926.802562811636,2948.1100212332412
"(1, 2, 1)","(1, 0, 2, 12)",2855.263986400944,2880.693934151181
"(1, 2, 1)","(1, 1, 0, 12)",3021.424987992322,3038.386091373005
"(1, 2, 1)","(1, 1, 1, 12)",2848.6761000456663,2869.867723170864
"(1, 2, 1)","(1, 1, 2, 12)",2766.341297136811,2791.628945727344
"(1, 2, 1)","(1, 2, 0, 12)",3338.750964564271,3355.61738896861
"(1, 2, 1)","(1, 2, 1, 12)",2999.243949163869,3020.31698965598
"(1, 2, 1)","(1, 2, 2, 12)",2785.661363347578,2810.803255782697
"(1, 2, 1)","(2, 0, 0, 12)",2967.7881148181127,2988.9894940439667
"(1, 2, 1)","(2, 0, 1, 12)",2863.4077185533174,2888.849373624342
"(1, 2, 1)","(2, 0, 2, 12)",2854.660067711651,2884.3283400869277
"(1, 2, 1)","(2, 1, 0, 12)",2867.342384035318,2888.425414540742
"(1, 2, 1)","(2, 1, 1, 12)",2781.498866273082,2806.798502879591
"(1, 2, 1)","(2, 1, 2, 12)",2765.6138180813064,2795.1160747702615
"(1, 2, 1)","(2, 2, 0, 12)",3125.1681536785727,3146.1299661259472
"(1, 2, 1)","(2, 2, 1, 12)",2865.3015643376784,2890.455739274528
"(1, 2, 1)","(2, 2, 2, 12)",2803.2480079133607,2832.5802157543326
"(1, 2, 2)","(0, 0, 0, 12)",3242.721833390443,3259.850900378027
"(1, 2, 2)","(0, 0, 1, 12)",3106.3032029197175,3127.601110240042
"(1, 2, 2)","(0, 0, 2, 12)",3013.662888110104,3039.081105651326
"(1, 2, 2)","(0, 1, 0, 12)",3133.5768292179782,3150.615155074238
"(1, 2, 2)","(0, 1, 1, 12)",2782.861134328163,2804.0429822791816
"(1, 2, 2)","(0, 1, 2, 12)",2675.109733412127,2700.385369986636
"(1, 2, 2)","(0, 2, 0, 12)",3579.855831045168,3596.801309405983
"(1, 2, 2)","(0, 2, 1, 12)",3010.1619879692744,3031.225018448032
"(1, 2, 2)","(0, 2, 2, 12)",2712.50805705391,2737.6376417924052
"(1, 2, 2)","(1, 0, 0, 12)",2995.9151658207047,3017.232157133663
"(1, 2, 2)","(1, 0, 1, 12)",2868.4743065781654,2894.031795362555
"(1, 2, 2)","(1, 0, 2, 12)",2775.1117900747095,2804.7663772061355
"(1, 2, 2)","(1, 1, 0, 12)",2933.794284845671,2954.995664071525
"(1, 2, 2)","(1, 1, 1, 12)",2774.3857295898156,2799.8039471310376
"(1, 2, 2)","(1, 1, 2, 12)",2676.6574229908765,2706.145665661137
"(1, 2, 2)","(1, 2, 0, 12)",3229.1339534930894,3250.2169839985136
"(1, 2, 2)","(1, 2, 1, 12)",2904.7006636740525,2929.9763002485615
"(1, 2, 2)","(1, 2, 2, 12)",2706.75627242069,2736.074121282268
"(1, 2, 2)","(2, 0, 0, 12)",2887.2739245426883,2912.715579613713
"(1, 2, 2)","(2, 0, 1, 12)",2797.648456708581,2827.3303876247764
"(1, 2, 2)","(2, 0, 2, 12)",2776.556599595525,2810.4475563171545
"(1, 2, 2)","(2, 1, 0, 12)",2776.7144296889774,2802.0140662954864
"(1, 2, 2)","(2, 1, 1, 12)",2708.5762998501987,2738.0925425577925
"(1, 2, 2)","(2, 1, 2, 12)",2671.8032363904576,2705.50408515647
"(1, 2, 2)","(2, 2, 0, 12)",3026.9207127836603,3052.0748877205097
"(1, 2, 2)","(2, 2, 1, 12)",2777.2186357653627,2806.565173191687
"(1, 2, 2)","(2, 2, 2, 12)",2716.5507988615263,2750.056911846187
"(2, 0, 0)","(0, 0, 0, 12)",3253.257816527934,3266.1213922084194
"(2, 0, 0)","(0, 0, 1, 12)",3121.264158351738,3138.3329605459035
"(2, 0, 0)","(0, 0, 2, 12)",3034.437832408954,3055.6586669122726
"(2, 0, 0)","(0, 1, 0, 12)",3085.026496765369,3097.822400403582
"(2, 0, 0)","(0, 1, 1, 12)",2801.680207029577,2818.656874632232
"(2, 0, 0)","(0, 1, 2, 12)",2713.206623026332,2734.3095738768307
"(2, 0, 0)","(0, 2, 0, 12)",3542.0813446519896,3554.808014448355
"(2, 0, 0)","(0, 2, 1, 12)",2992.460078506664,3009.342439187063
"(2, 0, 0)","(0, 2, 2, 12)",2736.7237254270444,2757.705946066017
"(2, 0, 0)","(1, 0, 0, 12)",3066.8735186120557,3083.9347234630063
"(2, 0, 0)","(1, 0, 1, 12)",2865.2804089137308,2886.6069149774194
"(2, 0, 0)","(1, 0, 2, 12)",2794.7424526771283,2820.207454081111
"(2, 0, 0)","(1, 1, 0, 12)",2916.8244900818677,2933.7933831436885
"(2, 0, 0)","(1, 1, 1, 12)",2785.1023176821946,2806.3134340094703
"(2, 0, 0)","(1, 1, 2, 12)",2714.1034892720536,2739.427030292652
"(2, 0, 0)","(1, 2, 0, 12)",3206.8073583401847,3223.6817588189515
"(2, 0, 0)","(1, 2, 1, 12)",2902.6232564680395,2923.716257066498
"(2, 0, 0)","(1, 2, 2, 12)",2733.0440506214804,2758.2227153882477
"(2, 0, 0)","(2, 0, 0, 12)",2918.80295900238,2940.0140753296555
"(2, 0, 0)","(2, 0, 1, 12)",2788.138895778302,2813.592235371033
"(2, 0, 0)","(2, 0, 2, 12)",2792.4671858286247,2822.162748686811
"(2, 0, 0)","(2, 1, 0, 12)",2775.8964752155607,2796.9894758140194
"(2, 0, 0)","(2, 1, 1, 12)",2706.0779630513307,2731.389563769481
"(2, 0, 0)","(2, 1, 2, 12)",2708.0181451052417,2737.548345943084
"(2, 0, 0)","(2, 2, 0, 12)",3005.1376111449044,3026.1096381004277
"(2, 0, 0)","(2, 2, 1, 12)",2767.4956157797087,2792.6620481263367
"(2, 0, 0)","(2, 2, 2, 12)",2739.9127041798583,2769.273541917591
"(2, 0, 1)","(0, 0, 0, 12)",3252.8891570246337,3270.040591265281
"(2, 0, 1)","(0, 0, 1, 12)",3116.1982121039073,3137.524718167596
"(2, 0, 1)","(0, 0, 2, 12)",3029.3212472873956,3054.7745868801267
"(2, 0, 1)","(0, 1, 0, 12)",3084.224859087787,3101.2860639387377
"(2, 0, 1)","(0, 1, 1, 12)",2771.6191824445814,2792.830298771857
"(2, 0, 1)","(0, 1, 2, 12)",2677.2821390699514,2702.5937397881016
"(2, 0, 1)","(0, 2, 0, 12)",3538.7643514811352,3555.733244542956
"(2, 0, 1)","(0, 2, 1, 12)",2981.6395175949465,3002.732518193405
"(2, 0, 1)","(0, 2, 2, 12)",2704.4597826145687,2729.6262149611966
"(2, 0, 1)","(1, 0, 0, 12)",3071.085332662815,3092.4118387265034
"(2, 0, 1)","(1, 0, 1, 12)",2893.492984346437,2919.084791622863
"(2, 0, 1)","(1, 0, 2, 12)",2790.5107040056155,2820.206266863802
"(2, 0, 1)","(1, 1, 0, 12)",2916.6317875268087,2937.8429038540844
"(2, 0, 1)","(1, 1, 1, 12)",2772.2609386578356,2797.7142782505666
"(2, 0, 1)","(1, 1, 2, 12)",2677.9793746489772,2707.5095754868194
"(2, 0, 1)","(1, 2, 0, 12)",3205.800265650835,3226.893266249294
"(2, 0, 1)","(1, 2, 1, 12)",2903.285560246757,2928.5971609649073
"(2, 0, 1)","(1, 2, 2, 12)",2705.1479201388725,2734.508757876605
"(2, 0, 1)","(2, 0, 0, 12)",2971.1520108879804,2996.6053504807114
"(2, 0, 1)","(2, 0, 1, 12)",2799.358816758193,2829.0543796163793
"(2, 0, 1)","(2, 0, 2, 12)",2775.915806002879,2809.85359212652
"(2, 0, 1)","(2, 1, 0, 12)",2765.04200499545,2790.3536057136002
"(2, 0, 1)","(2, 1, 1, 12)",2678.6143246875763,2708.1445255254184
"(2, 0, 1)","(2, 1, 2, 12)",2675.8433686055123,2709.592169563046
"(2, 0, 1)","(2, 2, 0, 12)",3005.966225503198,3031.132657849826
"(2, 0, 1)","(2, 2, 1, 12)",2758.4468324333193,2787.807670171052
"(2, 0, 1)","(2, 2, 2, 12)",2695.0335644601696,2728.588807589007
"(2, 0, 2)","(0, 0, 0, 12)",3242.5849953397183,3264.0149858122627
"(2, 0, 2)","(0, 0, 1, 12)",3112.7338568049217,3138.3142463804716
"(2, 0, 2)","(0, 0, 2, 12)",3018.6145318203708,3048.2964627365664
"(2, 0, 2)","(0, 1, 0, 12)",3065.4760025635974,3086.7929938765556
"(2, 0, 2)","(0, 1, 1, 12)",2772.465460248344,2797.9071153193686
"(2, 0, 2)","(0, 1, 2, 12)",2689.413012861977,2718.929255569571
"(2, 0, 2)","(0, 2, 0, 12)",3460.627285451733,3481.828664677587
"(2, 0, 2)","(0, 2, 1, 12)",2961.186397702276,2986.486034308785
"(2, 0, 2)","(0, 2, 2, 12)",2705.9583853957433,2735.3049228220675
"(2, 0, 2)","(1, 0, 0, 12)",2985.837953783185,3011.4297610596113
"(2, 0, 2)","(1, 0, 1, 12)",2852.677493739179,2882.5212815773207
"(2, 0, 2)","(1, 0, 2, 12)",2769.2053057939474,2803.1275125553134
"(2, 0, 2)","(1, 1, 0, 12)",2912.5685802661314,2938.0219198588625
"(2, 0, 2)","(1, 1, 1, 12)",2779.516895771689,2809.198826687885
"(2, 0, 2)","(1, 1, 2, 12)",2671.932053361793,2705.664902170472
"(2, 0, 2)","(1, 2, 0, 12)",3194.954228513746,3220.265829231896
"(2, 0, 2)","(1, 2, 1, 12)",2894.674188377918,2924.190431085512
"(2, 0, 2)","(1, 2, 2, 12)",2711.508615905149,2745.047515820948
"(2, 0, 2)","(2, 0, 0, 12)",2919.1567958695814,2948.8523587277678
"(2, 0, 2)","(2, 0, 1, 12)",2790.7977955751057,2824.735581698747
"(2, 0, 2)","(2, 0, 2, 12)",2783.773559530471,2821.936042137008
"(2, 0, 2)","(2, 1, 0, 12)",2772.1698630105243,2801.7000638483664
"(2, 0, 2)","(2, 1, 1, 12)",2701.4560186948793,2735.204819652413
"(2, 0, 2)","(2, 1, 2, 12)",2688.499862688185,2726.449317597949
"(2, 0, 2)","(2, 2, 0, 12)",3007.9629163171894,3037.323754054922
"(2, 0, 2)","(2, 2, 1, 12)",2759.969437437092,2793.5246805659294
"(2, 0, 2)","(2, 2, 2, 12)",2694.7992278261004,2732.530490231374
"(2, 1, 0)","(0, 0, 0, 12)",3241.544840829095,3254.4028351126217
"(2, 1, 0)","(0, 0, 1, 12)",3116.10420476278,3133.1654096137304
"(2, 1, 0)","(0, 0, 2, 12)",3029.615332115461,3050.826448442737
"(2, 1, 0)","(0, 1, 0, 12)",3184.236665174536,3197.026859962311
"(2, 1, 0)","(0, 1, 1, 12)",2843.905432355503,2860.8743254173237
"(2, 1, 0)","(0, 1, 2, 12)",2755.011417528336,2776.104418126795
"(2, 1, 0)","(0, 2, 0, 12)",3657.589095823132,3670.3099233586445
"(2, 1, 0)","(0, 2, 1, 12)",3078.9521689271305,3095.8265694058973
"(2, 1, 0)","(0, 2, 2, 12)",2771.9616605428882,2792.9336874984115
"(2, 1, 0)","(1, 0, 0, 12)",3061.9595580348923,3079.013151085259
"(2, 1, 0)","(1, 0, 1, 12)",2912.7348689161154,2934.0518602290736
"(2, 1, 0)","(1, 0, 2, 12)",2845.704925244499,2871.15826483723
"(2, 1, 0)","(1, 1, 0, 12)",3001.47759402899,3018.4386974096733
"(2, 1, 0)","(1, 1, 1, 12)",2836.7606118409776,2857.9619910668316
"(2, 1, 0)","(1, 1, 2, 12)",2755.586127792165,2780.897728510315
"(2, 1, 0)","(1, 2, 0, 12)",3312.834486034614,3329.7009104389535
"(2, 1, 0)","(1, 2, 1, 12)",2982.8174915788913,3003.9005220843155
"(2, 1, 0)","(1, 2, 2, 12)",2772.8014262847582,2797.967858631386
"(2, 1, 0)","(2, 0, 0, 12)",2955.5506975055755,2976.7520767314295
"(2, 1, 0)","(2, 0, 1, 12)",2840.5213470727454,2865.96300214377
"(2, 1, 0)","(2, 0, 2, 12)",2841.5634132711934,2871.245344187389
"(2, 1, 0)","(2, 1, 0, 12)",2843.678392244731,2864.7614227501554
"(2, 1, 0)","(2, 1, 1, 12)",2754.3090424705897,2779.6086790770987
"(2, 1, 0)","(2, 1, 2, 12)",2745.2044835932047,2774.7207263007986
"(2, 1, 0)","(2, 2, 0, 12)",3099.9980489866275,3120.959861434002
"(2, 1, 0)","(2, 2, 1, 12)",2836.4722069442414,2861.6263818810908
"(2, 1, 0)","(2, 2, 2, 12)",2778.600156927697,2807.946694354021
"(2, 1, 1)","(0, 0, 0, 12)",3243.476745008346,3260.6207373863813
"(2, 1, 1)","(0, 0, 1, 12)",3111.252841937847,3132.569833250805
"(2, 1, 1)","(0, 0, 2, 12)",3018.0607907646963,3043.502445835721
"(2, 1, 1)","(0, 1, 0, 12)",3096.810382222162,3113.8639752725285
"(2, 1, 1)","(0, 1, 1, 12)",2779.080809321573,2800.282188547427
"(2, 1, 1)","(0, 1, 2, 12)",2675.585645898552,2700.885282505061
"(2, 1, 1)","(0, 2, 0, 12)",3573.6990344449205,3590.6601378256037
"(2, 1, 1)","(0, 2, 1, 12)",2984.7314607501166,3005.814491255541
"(2, 1, 1)","(0, 2, 2, 12)",2710.3782649193877,2735.532439856237
"(2, 1, 1)","(1, 0, 0, 12)",2973.0808715376697,2994.397862850628
"(2, 1, 1)","(1, 0, 1, 12)",2857.6392764368347,2883.2196660123846
"(2, 1, 1)","(1, 0, 2, 12)",2771.3397059255467,2801.0216368417423
"(2, 1, 1)","(1, 1, 0, 12)",2917.93342621424,2939.134805440094
"(2, 1, 1)","(1, 1, 1, 12)",2772.1040996943434,2797.545754765368
"(2, 1, 1)","(1, 1, 2, 12)",2677.097345624382,2706.6135883319757
"(2, 1, 1)","(1, 2, 0, 12)",3209.17840457229,3230.2614350777144
"(2, 1, 1)","(1, 2, 1, 12)",2903.0454194009603,2928.3450560074693
"(2, 1, 1)","(1, 2, 2, 12)",2698.3059713728157,2727.65250879914
"(2, 1, 1)","(2, 0, 0, 12)",2869.5196697645324,2894.961324835557
"(2, 1, 1)","(2, 0, 1, 12)",2768.175375314381,2797.857306230577
"(2, 1, 1)","(2, 0, 2, 12)",2768.520324210432,2802.442530971798
"(2, 1, 1)","(2, 1, 0, 12)",2765.786757947345,2791.086394553854
"(2, 1, 1)","(2, 1, 1, 12)",2673.4622284441803,2702.978471151774
"(2, 1, 1)","(2, 1, 2, 12)",2669.8293602338363,2703.5622090425154
"(2, 1, 1)","(2, 2, 0, 12)",3007.2884034838858,3032.442578420735
"(2, 1, 1)","(2, 2, 1, 12)",2761.440050899927,2790.786588326251
"(2, 1, 1)","(2, 2, 2, 12)",2689.08172169908,2722.620621614879
"(2, 1, 2)","(0, 0, 0, 12)",3174.4979826639606,3195.9186534693144
"(2, 1, 2)","(0, 0, 1, 12)",3024.935662496134,3050.50461260206
"(2, 1, 2)","(0, 0, 2, 12)",2921.1259286849354,2950.794201060212
"(2, 1, 2)","(0, 1, 0, 12)",3116.654261799178,3137.9617202207833
"(2, 1, 2)","(0, 1, 1, 12)",2765.295339111198,2790.725286861435
"(2, 1, 2)","(0, 1, 2, 12)",2668.512294612681,2698.0145513016364
"(2, 1, 2)","(0, 2, 0, 12)",3555.4330786134983,3576.624701738696
"(2, 1, 2)","(0, 2, 1, 12)",2974.3686375582824,2999.6562861488155
"(2, 1, 2)","(0, 2, 2, 12)",2706.586737400966,2735.9189452419378
"(2, 1, 2)","(1, 0, 0, 12)",2970.0041469391435,2995.5845365146934
"(2, 1, 2)","(1, 0, 1, 12)",2852.916021079843,2882.7464628700905
"(2, 1, 2)","(1, 0, 2, 12)",2756.882606319152,2790.789203319468
"(2, 1, 2)","(1, 1, 0, 12)",2918.019048326066,2943.4607033970906
"(2, 1, 2)","(1, 1, 1, 12)",2758.3655763118777,2788.033848687154
"(2, 1, 2)","(1, 1, 2, 12)",2670.4449015336468,2704.1617663210245
"(2, 1, 2)","(1, 2, 0, 12)",3203.177558475949,3228.477195082458
"(2, 1, 2)","(1, 2, 1, 12)",2892.0189693143657,2921.521226003321
"(2, 1, 2)","(1, 2, 2, 12)",2694.0931969734884,2727.6157202203135
"(2, 1, 2)","(2, 0, 0, 12)",2865.503498484786,2895.185429400982
"(2, 1, 2)","(2, 0, 1, 12)",2773.3350515357797,2807.2572582971457
"(2, 1, 2)","(2, 0, 2, 12)",2758.8175542949057,2796.962475920261
"(2, 1, 2)","(2, 1, 0, 12)",2765.4483199460055,2794.9645626535994
"(2, 1, 2)","(2, 1, 1, 12)",2673.4252647678154,2707.1581135764945
"(2, 1, 2)","(2, 1, 2, 12)",2668.634773845953,2706.566246731753
"(2, 1, 2)","(2, 2, 0, 12)",3001.2431069053546,3030.5896443316788
"(2, 1, 2)","(2, 2, 1, 12)",2761.4591249621135,2794.9980248779125
"(2, 1, 2)","(2, 2, 2, 12)",2702.119908410441,2739.8327470631193
"(2, 2, 0)","(0, 0, 0, 12)",3380.2021999254225,3393.0546024086348
"(2, 2, 0)","(0, 0, 1, 12)",3279.0180198288044,3296.071612879171
"(2, 2, 0)","(0, 0, 2, 12)",3203.455805715064,3224.657184940918
"(2, 2, 0)","(0, 1, 0, 12)",3451.8192051636524,3464.6036802166154
"(2, 2, 0)","(0, 1, 1, 12)",3093.183486064898,3110.144589445581
"(2, 2, 0)","(0, 1, 2, 12)",3010.003551858019,3031.086582363443
"(2, 2, 0)","(0, 2, 0, 12)",3928.9212633558773,3941.636237230996
"(2, 2, 0)","(0, 2, 1, 12)",3349.7051343170706,3366.57155872141
"(2, 2, 0)","(0, 2, 2, 12)",3009.0333707011423,3029.995183148517
"(2, 2, 0)","(1, 0, 0, 12)",3255.5971304817713,3272.6430972190556
"(2, 2, 0)","(1, 0, 1, 12)",3158.164359220761,3179.471817642366
"(2, 2, 0)","(1, 0, 2, 12)",3100.494160641006,3125.935815712031
"(2, 2, 0)","(1, 1, 0, 12)",3259.8283574680963,3276.781655968254
"(2, 2, 0)","(1, 1, 1, 12)",3085.8481838243297,3107.0398069495272
"(2, 2, 0)","(1, 1, 2, 12)",3007.16463370787,3032.464270314379
"(2, 2, 0)","(1, 2, 0, 12)",3583.7488558619634,3600.6072882556523
"(2, 2, 0)","(1, 2, 1, 12)",3235.3377342391273,3256.4107747312382
"(2, 2, 0)","(1, 2, 2, 12)",3011.03069752723,3036.1848724640795
"(2, 2, 0)","(2, 0, 0, 12)",3168.638940492817,3189.8305636180144
"(2, 2, 0)","(2, 0, 1, 12)",3089.5011534907803,3114.9311012410176
